Date,Time,CategoryA,CategoryB,Borrowing,Directions,Equipment,Referral,Reference,Other,Catalogue
2/15/2018,12pm-2pm,,,,,,,,24,
2/15/2018,2pm-4pm,27,,,,,,35,,
2/15/2018,4pm-6pm,33,,,,,,,,
2/16/2018,8am-10am,,,,2,,,,36,
2/16/2018,10am-12pm,,,,,,32,2,21,
2/16/2018,12pm-2pm,,,,,,,,,
2/16/2018,12pm-2pm,,13,,16,,,,,
2/16/2018,2pm-4pm,,,,,,39,,,19
2/16/2018,2pm-4pm,,10,,,,30,,33,
2/16/2018,4pm-6pm,,,,,,3,,,
2/17/2018,8am-10am,,8,5,25,,,23,18,
2/17/2018,12pm-2pm,15,,38,,,11,25,13,
1/17/2018,12pm-2pm,29,,,,,,,6,
2/17/2018,2pm-4pm,,,,,,,,,5
2/17/2018,4pm-6pm,,,,,,,,,1
2/17/2018,4pm-6pm,,,,,24,,,,
2/17/2018,6pm-8pm,,14,,,,,,,
2/17/2018,6pm-8pm,,,38,,,,,,28
2/18/2018,8am-10am,14,2,24,,,,4,28,
2/18/2018,10am-12pm,,7,,,,,,,39
2/18/2018,12pm-2pm,,24,,,6,0,,,
2/18/2018,2pm-4pm,,,,,29,35,,,
2/18/2018,12pm-2pm,,,4,,,,,,
2/18/2018,2pm-4pm,,,,20,,,29,,
2/18/2018,4pm-6pm,,,,31,,27,,19,
2/18/2018,6pm-8pm,,,,,,,,,13
2/19/2018,8am-10am,,30,,,,,,,
2/19/2018,8am-10am,,,,,,,,1,
2/19/2018,10am-12pm,,13,0,37,,,,,
2/19/2018,12pm-2pm,,,,,2,11,23,12,
2/19/2018,12pm-2pm,,2,14,,,0,25,4,
2/19/2018,12pm-2pm,,,,,,,,,18
2/19/2018,2pm-4pm,,36,,,,,,,
2/19/2018,2pm-4pm,33,,,,,,33,,
2/19/2018,2pm-4pm,,,,,,,,,29
2/19/2018,4pm-6pm,,,,,33,,,,
2/19/2018,6pm-8pm,0,2,3,25,34,,,,
2/20/2018,8am-10am,,,,,,,10,,
2/20/2018,8am-10am,,,,,22,,,,34
2/20/2018,10am-12pm,,,1,15,,,5,18,
2/20/2018,10am-12pm,,,2,,,,,,
2/20/2018,12pm-2pm,,,,,,,,,37
2/20/2018,12pm-2pm,,,,,,,9,5,
2/20/2018,2pm-4pm,,,,,,,,,
2/20/2018,2pm-4pm,,,,,,,,,
2/20/2018,4pm-6pm,,,,,,,,17,
2/20/2018,4pm-6pm,7,,,,,,,6,33
2/20/2018,6pm-8pm,,,,,,,3,,
2/20/2018,6pm-8pm,,,39,11,,,,32,3
2/21/2018,12pm-2pm,25,,,1,,,2,,16
2/21/2018,12pm-2pm,,,,,,,9,,
2/21/2018,2pm-4pm,,,,,,35,10,,
2/24/2018,10am-12pm,,,,,,,,,
2/24/2018,12pm-2pm,,,,,35,,,,30
2/24/2018,4pm-6pm,,34,,38,22,,,,
2/25/2018,8am-10am,31,,,,,,,,
2/25/2018,10am-12pm,,,,8,,6,,,24
2/25/2018,10am-12pm,,,,,,,7,,
2/25/2018,12pm-2pm,,,,,,,,,33
2/25/2018,2pm-4pm,,,,,38,,,35,
2/25/2018,2pm-4pm,,,,,,,,,
2/25/2018,4pm-6pm,,,,18,2,,,,
2/26/2018,10am-12pm,1,8,,,19,,35,,
2/26/2018,12pm-2pm,,,,,,,,,9
2/26/2018,12pm-2pm,,,22,,,,,,11
2/27/2018,10am-12pm,,,,,,,,,
2/27/2018,12pm-2pm,,,,5,,,,,16
2/27/2018,12pm-2pm,0,,,17,,,,,5
2/27/2018,2pm-4pm,,4,3,3,27,5,,,
2/27/2018,4pm-6pm,,,,,28,2,,,
2/28/2018,8am-10am,,,,,,,,,
2/28/2018,10am-12pm,,,,,,,,7,
2/28/2018,4pm-6pm,,31,,,,1,,,
2/28/2018,2pm-4pm,,,16,,,,,,
3/3/2018,2pm-4pm,,20,,,37,,,22,
3/3/2018,2pm-4pm,16,,,,,,,,
3/3/2018,4pm-6pm,27,,,,23,0,,,
3/4/2018,8am-10am,,,,,,,,33,
3/4/2018,10am-12pm,,,,,,,,22,
3/4/2018,10am-12pm,,5,,,,11,,,
3/4/2018,12pm-2pm,13,39,,,,,,,
3/4/2018,2pm-4pm,,5,,,,,,,
3/4/2018,4pm-6pm,,,,,,2,,,
3/5/2018,2pm-4pm,,,,,,,,,
3/6/2018,8am-10am,,,24,,,,,,
3/6/2018,10am-12pm,,,0,35,,10,,,
3/6/2018,12pm-2pm,,,,30,,,,,
3/6/2018,12pm-2pm,,,,1,,,,,
3/6/2018,2pm-4pm,,,,,,,,3,
3/6/2018,2pm-4pm,,,,10,,21,,,
3/6/2018,4pm-6pm,,,23,,,39,,,
3/7/2018,12pm-2pm,,,,,,,,,15
3/7/2018,10am-12pm,,5,,,,,,22,
3/7/2018,4pm-6pm,,3,,,19,36,,,
3/10/2018,10am-12pm,,,,,2,,3,4,
3/10/2018,12pm-2pm,14,34,,,13,,1,,
3/11/2018,10am-12pm,,,,,,,,,
3/11/2018,12pm-2pm,9,,,38,26,,,,35
3/11/2018,12pm-2pm,,,,,,,,,
3/11/2018,2pm-4pm,5,7,,,,26,33,,
3/11/2018,2pm-4pm,,,,,24,,,,
3/11/2018,4pm-6pm,,,,,,,,,
3/12/2018,10am-12pm,39,,,,23,8,,,
3/12/2018,12pm-2pm,,,,,,,,,
3/12/2018,2pm-4pm,30,,0,,12,4,,19,26
3/13/2018,8am-10am,,4,,,,,36,25,
3/13/2018,2pm-4pm,,,,,0,,,6,
3/13/2018,4pm-6pm,,,,,,,,,
3/14/2018,12pm-2pm,,,32,,14,,,,
3/14/2018,12pm-2pm,,30,,,16,,,,
3/14/2018,2pm-4pm,,,38,,,9,,,5
3/14/2018,4pm-6pm,,,31,33,,,,,
3/17/2018,10am-12pm,,,,34,9,,,,4
3/17/2018,12pm-2pm,,,,,,,,,
3/17/2018,2pm-4pm,15,,,,34,,,9,
3/17/2018,2pm-4pm,,,,4,,,21,,
3/18/2018,8am-10am,,,,36,,,,,
3/18/2018,10am-12pm,,,,,,23,,,
3/18/2018,12pm-2pm,,34,,,35,,,,
3/18/2018,12pm-2pm,,13,,37,5,,,,
3/18/2018,2pm-4pm,,,,,,,,,
3/18/2018,4pm-6pm,,5,,,,,,,9
3/19/2018,8am-10am,3,,21,,,,4,,
3/19/2018,10am-12pm,20,29,,,,,27,11,
3/19/2018,12pm-2pm,,26,,,,,,,28
3/19/2018,2pm-4pm,,,,,,,,,
3/20/2018,8am-10am,,,,17,4,,,,
3/20/2018,10am-12pm,,,,,,,,33,
3/20/2018,2pm-4pm,33,,,9,,22,24,,
4/2/2018,12pm-2pm,,,25,,,,,,
4/2/2018,2pm-4pm,,,10,,,,,,
4/3/2018,8am-10am,,,14,,,,,25,
4/3/2018,12pm-2pm,,,,,27,,35,31,
4/3/2018,2pm-4pm,24,,,,,,,,
4/3/2018,2pm-4pm,,,,21,7,15,,24,
4/3/2018,4pm-6pm,29,,,,,,,33,
4/4/2018,10am-12pm,,24,24,,,,,,
4/4/2018,12pm-2pm,,,,34,,,32,,
4/4/2018,2pm-4pm,,,,5,,,,,
4/4/2018,4pm-6pm,,16,,1,,,,,
4/7/2018,8am-10am,,34,,,,,,,
4/7/2018,10am-12pm,,,,,,,0,,
4/7/2018,12pm-2pm,,,,,14,,,,8
4/7/2018,2pm-4pm,39,,,,2,,,,39
4/7/2018,2pm-4pm,,,,26,,,,,
4/7/2018,4pm-6pm,,,,,,,,,
4/9/2018,8am-10am,,,,5,,,,21,
4/8/2018,10am-12pm,,,,,,,,7,
4/8/2018,12pm-2pm,25,36,,,,2,,,14
4/8/2018,4pm-6pm,,,,,,,,,
4/9/2018,8am-10am,,,,,,1,35,,
4/9/2018,10am-12pm,,34,16,,,,,35,
4/9/2018,12pm-2pm,,10,,14,,,19,,20
4/9/2018,12pm-2pm,,,1,,,,,,
4/9/2018,2pm-4pm,,,37,,,,,,
4/9/2018,4pm-6pm,,,,,,,15,,
4/10/2018,8am-10am,,,,,7,,,34,
4/10/2018,8am-10am,,,27,,,0,,17,
4/10/2018,10am-12pm,,,,,,,,,
4/10/2018,4pm-6pm,12,29,,,28,,,,
4/11/2018,10am-12pm,,,,,,,,,
4/11/2018,12pm-2pm,,,,,10,,20,,
4/11/2018,2pm-4pm,,,,,,,,,21
4/11/2018,4pm-6pm,,,,,,,,,0
4/14/2018,8am-10am,,15,,,34,,22,,
4/14/2018,10am-12pm,,,,,,,,,
4/14/2018,12pm-2pm,,,,,,,,,24
4/14/2018,2pm-4pm,,,,,,,16,,
4/14/2018,4pm-6pm,,,,,,,,24,
4/15/2018,8am-10am,,,,36,13,,,,
4/15/2018,10am-12pm,,,,,,,,,
4/16/2018,8am-10am,,,,35,,,,,
4/16/2018,10am-12pm,,,35,,,6,,,
4/16/2018,10am-12pm,,,,,23,,,,21
4/16/2018,12pm-2pm,,0,39,8,,33,32,,
4/16/2018,12pm-2pm,,,,3,,,,,
4/16/2018,12pm-2pm,,,,,,,,34,
4/16/2018,2pm-4pm,,8,,38,,,,,
4/17/2018,8am-10am,,,,,,,9,,
4/18/2018,10am-12pm,,,,32,,,,4,
4/18/2018,12pm-2pm,,,30,18,,5,,32,
4/18/2018,4pm-6pm,,3,,,,21,22,31,
4/21/2018,8am-10am,,2,,,,,,,
4/21/2018,8am-10am,,,,,,15,21,,
4/21/2018,10am-12pm,,,,,39,,,,
4/21/2018,10am-12pm,,,,,,,,,
4/21/2018,12pm-2pm,,25,,,,,,7,
4/21/2018,2pm-4pm,,19,,,34,,15,,10
4/21/2018,4pm-6pm,,,,,,3,,,
4/22/2018,8am-10am,,,,,7,,,,
4/22/2018,10am-12pm,,10,,,,28,,,
4/22/2018,12pm-2pm,,29,,,,,26,,
4/22/2018,12pm-2pm,,39,,,,17,,,
4/22/2018,12pm-2pm,,,,,,,,,9
4/22/2018,2pm-4pm,,,,,,,,,
4/22/2018,2pm-4pm,,,,35,,,,30,
4/22/2018,4pm-6pm,,,,,,,,,
4/23/2018,8am-10am,,,,,,2,,,36
4/23/2018,10am-12pm,,,,,,,,,
4/23/2018,8am-10am,,,,,36,,,,
4/23/2018,8am-10am,,,,,,,21,,19
4/23/2018,12pm-2pm,,,,,,,,,
4/23/2018,12pm-2pm,,,,,,,,10,
4/23/2018,2pm-4pm,,,30,,,,,11,
4/23/2018,2pm-4pm,,19,,,,,,,
4/23/2018,2pm-4pm,,,,,,,,,
4/23/2018,4pm-6pm,,33,,,,,,,
4/23/2018,4pm-6pm,,,,,,,,,
4/24/2018,12pm-2pm,,,11,,16,,,,
4/24/2018,4pm-6pm,,,2,,,,,,
4/28/2018,8am-10am,,,27,,,,,,
4/28/2018,8am-10am,,,,,33,4,,26,
4/28/2018,10am-12pm,,,,,,,22,,28
4/28/2018,10am-12pm,,,,,14,,,,
4/28/2018,12pm-2pm,,,,,,3,,,
4/28/2018,12pm-2pm,,,,,,,4,28,
4/28/2018,12pm-2pm,,,,,12,12,,,
4/29/2018,8am-10am,,,,,,,,,
4/29/2018,10am-12pm,,,,,,33,,,
4/29/2018,12pm-2pm,2,,,,,25,32,15,
4/29/2018,2pm-4pm,,,,,,,,,
4/29/2018,2pm-4pm,,,,,,,,,13
4/29/2018,2pm-4pm,,,,,5,,13,,36
4/29/2018,4pm-6pm,,,,,24,34,,,31
4/29/2018,4pm-6pm,,,,,,,28,,12
4/30/2018,10am-12pm,,19,,,,,,14,
4/30/2018,10am-12pm,,,,,,,6,16,
4/30/2018,12pm-2pm,8,,,,29,,,25,
4/30/2018,12pm-2pm,,37,,9,13,22,17,,
4/30/2018,2pm-4pm,,,,,,,29,,
4/30/2018,2pm-4pm,,39,,27,,31,33,,
4/30/2018,4pm-6pm,20,,,,,,,,20
4/30/2018,4pm-6pm,,,,,12,,,,
5/1/2018,8am-10am,,,32,,13,,31,,
5/1/2018,10am-12pm,,,,0,28,,10,,
5/1/2018,10am-12pm,,,32,,30,,,38,
5/1/2018,2pm-4pm,3,,,,,,,,
5/1/2018,2pm-4pm,12,31,,,25,,,24,9
5/2/2018,8am-10am,21,,,,,,29,,
5/2/2018,8am-10am,,,,8,,,,39,
5/2/2018,10am-12pm,5,,,,,,7,,
5/2/2018,10am-12pm,,19,,,,,,3,24
5/2/2018,12pm-2pm,,9,,,14,,,,
5/2/2018,2pm-4pm,,,,21,,,,,
5/2/2018,2pm-4pm,,1,9,7,31,,,,
4/1/2018,2pm-4pm,,,,,,,,,4
5/2/2018,4pm-6pm,,,,,,3,,,
5/5/2018,12pm-2pm,28,,,,,25,,,
5/5/2018,12pm-2pm,18,39,6,,,,,2,
5/5/2018,2pm-4pm,,,,,,,,,
5/5/2018,2pm-4pm,,,3,,,,,,39
5/5/2018,4pm-6pm,,,,,,27,,28,
5/5/2018,4pm-6pm,,,,,,,,,4
5/6/2018,12pm-2pm,,11,,,,,37,,
5/6/2018,2pm-4pm,22,,12,,,,28,3,
5/6/2018,12pm-2pm,,,,,,,,,
5/6/2018,2pm-4pm,,27,,0,,15,,,
5/6/2018,4pm-6pm,4,8,,,,,21,,
5/7/2018,8am-10am,18,,28,,10,,5,16,26
5/7/2018,10am-12pm,,,,,,,0,,
5/7/2018,12pm-2pm,,,,,29,,,,
5/7/2018,12pm-2pm,22,,30,,,,38,,
5/8/2018,8am-10am,,,,,,,,,
5/8/2018,8am-10am,,,,,,,,19,
5/8/2018,10am-12pm,,,35,,,,0,,32
5/8/2018,12pm-2pm,36,,,,,,,,
5/8/2018,12pm-2pm,,,3,17,,8,,,
5/8/2018,2pm-4pm,,,,,,,,17,3
5/8/2018,4pm-6pm,,,,15,,17,,,
5/8/2018,2pm-4pm,,,,21,,,3,,
5/8/2018,4pm-6pm,28,,,,,,,,
5/8/2018,4pm-6pm,,,,,,,,,
5/8/2018,4pm-6pm,34,1,,,,18,,,
5/9/2018,8am-10am,,,,38,,15,,,
5/9/2018,8am-10am,,,30,,,,,,
5/9/2018,2pm-4pm,,2,,,,,,,10
5/9/2018,2pm-4pm,,,,,34,,,,
5/9/2018,4pm-6pm,,,,,,,,,
5/9/2018,4pm-6pm,,,,,,16,,,23
5/9/2018,4pm-6pm,,,10,,,,,,
5/12/2018,10am-12pm,18,,12,,32,,,,
5/12/2018,10am-12pm,,,,,,,21,,
5/12/2018,8am-10am,,,,,,,,,
5/12/2018,10am-12pm,39,,,,7,,,19,
5/12/2018,10am-12pm,,,33,,,,,,
5/12/2018,10am-12pm,,,,1,35,,,,
5/12/2018,10am-12pm,,7,,,,10,25,,
5/11/2018,10am-12pm,,,,,,,,,
5/12/2018,12pm-2pm,17,,16,13,,3,,,
5/12/2018,2pm-4pm,,,,,19,6,,,
5/12/2018,2pm-4pm,,,,,30,17,16,25,
5/12/2018,2pm-4pm,,,,,,,,18,
5/12/2018,4pm-6pm,,,,,,,,,
5/12/2018,4pm-6pm,,,,,,,,9,23
5/13/2018,8am-10am,,,,,,,,,12
5/13/2018,10am-12pm,,22,23,,,11,,31,
5/13/2018,12pm-2pm,,,28,18,,,,,26
5/13/2018,2pm-4pm,,,,,,25,,,
5/13/2018,2pm-4pm,0,,,,,,,,31
5/13/2018,2pm-4pm,16,,,,,12,,26,33
5/13/2018,2pm-4pm,33,11,,,,,7,,
5/13/2018,4pm-6pm,,,,,,32,,,
5/13/2018,4pm-6pm,,,,,,,,,
5/13/2018,4pm-6pm,,36,,27,,,,,
5/14/2018,8am-10am,,,,,23,,,,39
5/14/2018,8am-10am,,,,,,,,,
5/14/2018,10am-12pm,,34,,,29,,,,
5/14/2018,12pm-2pm,,,,,,6,,7,
5/14/2018,10am-12pm,31,13,30,1,,10,,,36
5/14/2018,12pm-2pm,25,12,26,,,38,,35,
5/14/2018,12pm-2pm,,,,,,,,7,34
5/14/2018,2pm-4pm,,,,39,,,,,
5/14/2018,2pm-4pm,,,,21,,,,,26
5/14/2018,4pm-6pm,,,,14,,,,,23
5/14/2018,4pm-6pm,,,,,,24,8,,
5/15/2018,8am-10am,,,,,,4,,,
5/15/2018,8am-10am,,14,,,,,22,,18
5/15/2018,10am-12pm,,13,,,,,,,
5/15/2018,12pm-2pm,,23,,,,,,,34
5/15/2018,12pm-2pm,,,,6,,,,,
5/15/2018,2pm-4pm,,,,,,,,10,
5/15/2018,2pm-4pm,,,,,,,28,,
5/15/2018,4pm-6pm,,,,22,,,,,
5/16/2018,8am-10am,,,,,,,37,6,
5/16/2018,8am-10am,,,,,,,,7,6
5/16/2018,10am-12pm,,25,,26,,38,1,36,
5/16/2018,10am-12pm,,,16,,,,,,
5/16/2018,12pm-2pm,,,,,5,,30,14,
5/16/2018,12pm-2pm,,,32,,,,,,
5/16/2018,10am-12pm,34,,,35,11,,,,
5/16/2018,12pm-2pm,,,,,,,,,
5/16/2018,2pm-4pm,,,,,,,,,
5/16/2018,2pm-4pm,,19,17,,19,,,8,14
5/16/2018,4pm-6pm,,,,20,,23,,,
5/19/2018,8am-10am,,,,,,,,,25
5/19/2018,8am-10am,,,32,19,6,7,,,
5/19/2018,10am-12pm,,,,,,37,,,30
5/19/2018,10am-12pm,,,39,,,,,,
5/19/2018,12pm-2pm,,25,,,,30,,17,30
5/19/2018,12pm-2pm,,,,,,,1,,22
5/19/2018,2pm-4pm,,,,,,,,23,
5/19/2018,2pm-4pm,,,5,,,,,25,
5/19/2018,2pm-4pm,,,35,27,31,,,,19
5/19/2018,4pm-6pm,,,,,20,,,,
5/20/2018,8am-10am,,,,,,,20,,9
5/20/2018,8am-10am,,,,1,,,,31,20
5/20/2018,8am-10am,,,17,,30,,,,
5/20/2018,10am-12pm,,,,,,,,,16
5/20/2018,10am-12pm,,,,,,,7,33,18
5/20/2018,10am-12pm,,,,,,,19,5,
5/20/2018,12pm-2pm,,,,,,,,,
5/20/2018,2pm-4pm,,19,0,34,,0,,,
5/20/2018,2pm-4pm,,,,38,,,,34,29
5/20/2018,4pm-6pm,,,29,,,,,,
5/21/2018,8am-10am,14,,,,5,,,10,
5/21/2018,10am-12pm,,,,6,,,,,
5/21/2018,12pm-2pm,,,,,,,,22,
5/21/2018,2pm-4pm,,21,,,,,,,8
5/21/2018,12pm-2pm,,,,,,,,5,
5/21/2018,2pm-4pm,,,37,,,,,,
5/21/2018,2pm-4pm,32,0,29,,,,,,
5/21/2018,4pm-6pm,,,,10,24,,,,
5/22/2018,8am-10am,,16,,,,,,,
5/22/2018,8am-10am,26,,,13,,,,,
5/22/2018,10am-12pm,,,29,11,,,,,
5/22/2018,10am-12pm,,,,,,,,,
5/22/2018,12pm-2pm,,,,,,,,,
5/22/2018,2pm-4pm,,6,,36,,,,,
5/22/2018,12pm-2pm,,,,,,,,,
5/22/2018,2pm-4pm,,,,13,17,2,,5,
5/22/2018,4pm-6pm,,,,,,33,,,5
5/23/2018,10am-12pm,,,,14,,,12,,
5/22/2018,10am-12pm,,,,,,,,,
5/23/2018,12pm-2pm,,,,,,,,33,
5/23/2018,12pm-2pm,35,34,23,,35,,,0,
5/23/2018,4pm-6pm,,,,,,,,,33
5/23/2018,4pm-6pm,,27,15,26,31,20,10,,28
5/23/2018,4pm-6pm,,,,,,,,,
5/26/2018,8am-10am,,3,,,,,,,
5/26/2018,10am-12pm,6,30,,,,24,,,
5/26/2018,10am-12pm,,3,,,,,38,,10
5/26/2018,12pm-2pm,,,,,,36,,,
5/26/2018,12pm-2pm,,,,,27,,,,
5/26/2018,12pm-2pm,,,,,,,27,,
5/26/2018,12pm-2pm,,39,,21,23,,,,9
5/26/2018,2pm-4pm,,,,,,,,,
5/26/2018,2pm-4pm,,,36,,,,,,
5/26/2018,4pm-6pm,1,,,,,,,,
5/26/2018,4pm-6pm,,,19,,,,,,
5/26/2018,4pm-6pm,28,,,,,,,,37
5/27/2018,8am-10am,14,,,,,,31,,
5/27/2018,8am-10am,9,,,14,23,,,,
5/27/2018,8am-10am,,,,,,,3,20,
5/27/2018,10am-12pm,,,,19,6,,17,,38
5/27/2018,10am-12pm,,,0,,,,,,23
5/27/2018,10am-12pm,,,,13,,,,,
5/27/2018,12pm-2pm,,,,,,,,28,13
5/27/2018,12pm-2pm,38,10,,,28,,,33,
5/27/2018,12pm-2pm,,,,39,,18,,,
5/27/2018,2pm-4pm,30,,,32,21,,,,
5/27/2018,12pm-2pm,,,,,,,,,
5/27/2018,2pm-4pm,,,,,,,3,,
5/27/2018,10am-12pm,,,,,37,,,18,
5/27/2018,4pm-6pm,,,,,,,,2,
5/27/2018,6pm-8pm,,,,,,,,,36
5/28/2018,8am-10am,,,19,,,,,,40
5/28/2018,8am-10am,,,,,,8,,,
5/28/2018,10am-12pm,,,32,,,,,,
5/28/2018,10am-12pm,,,,,23,,,,8
5/28/2018,12pm-2pm,,31,,,9,,,,
5/28/2018,12pm-2pm,39,,22,,8,33,,,
5/28/2018,2pm-4pm,,,,,,,,,
5/28/2018,10am-12pm,29,,17,,,,,,
5/28/2018,4pm-6pm,,,,,,,,,9
5/28/2018,4pm-6pm,32,2,,,,11,,,
5/28/2018,6pm-8pm,,,,,,15,30,,
5/28/2018,6pm-8pm,,,,,,12,,31,
5/29/2018,8am-10am,,,,,,,,,
5/29/2018,10am-12pm,,,,,,,,1,
5/29/2018,12pm-2pm,25,,,,,,,,25
5/29/2018,12pm-2pm,,,,23,,,,,7
5/29/2018,12pm-2pm,,31,26,18,,,,,
5/29/2018,2pm-4pm,,,,,,,,,
5/29/2018,2pm-4pm,,,,,,,,,
5/29/2018,4pm-6pm,,,,35,,34,32,,
5/29/2018,4pm-6pm,,,,,,20,,,
5/29/2018,6pm-8pm,,,19,14,,,,,
5/29/2018,6pm-8pm,,,,,28,,31,,
5/30/2018,8am-10am,,,21,,27,,,,
5/30/2018,8am-10am,20,,,,15,5,,,
5/30/2018,10am-12pm,,,,,9,38,,,
5/30/2018,12pm-2pm,,,,,,,,,
5/30/2018,2pm-4pm,,,,,,,,,
5/30/2018,2pm-4pm,,,,7,,13,26,,
5/30/2018,4pm-6pm,,,23,25,,,,,17
5/30/2018,6pm-8pm,13,19,34,,15,,,9,
5/31/2018,8am-10am,,,,,7,,,,0
5/31/2018,10am-12pm,,,,,,,,,
5/31/2018,12pm-2pm,0,,,,15,,,,
5/31/2018,8am-10am,,,,,32,,,,
5/31/2018,10am-12pm,1,,,,,,,,
5/31/2018,12pm-2pm,,,,29,,,,,
6/2/2018,8am-10am,,,,,,,,,
6/2/2018,8am-10am,,,,,,,,,20
6/2/2018,10am-12pm,,,,3,,,,35,
6/2/2018,10am-12pm,,,,,24,16,,,
6/2/2018,10am-12pm,3,23,39,,,15,21,,
5/30/2018,10am-12pm,,,,,,33,16,29,23
6/2/2018,12pm-2pm,,,,,,,,,
5/30/2018,12pm-2pm,,,,,,,,,15
5/30/2018,2pm-4pm,25,,,2,,,6,,18
6/2/2018,12pm-2pm,,,,,,,,,
5/30/2018,4pm-6pm,,,,,,2,,,
5/29/2018,10am-12pm,,,,,,29,,11,34
5/29/2018,12pm-2pm,,,,22,,,,27,
5/29/2018,2pm-4pm,,,,,,,,,
5/29/2018,4pm-6pm,,,,26,,,,27,
5/28/2018,10am-12pm,,,,3,,8,,,
5/28/2018,12pm-2pm,10,,,,17,,,6,
5/28/2018,2pm-4pm,,,,,,,,38,
5/28/2018,4pm-6pm,,,31,,,,,,
5/27/2018,10am-12pm,,,,17,,,6,,
5/27/2018,12pm-2pm,,,,,,13,,,
5/27/2018,2pm-4pm,,,18,,,,,,21
5/27/2018,4pm-6pm,,30,,,,,,26,
5/26/2018,10am-12pm,,22,,,,,,32,
5/26/2018,12pm-2pm,22,,10,,,,,17,
5/26/2018,2pm-4pm,,,,,,,4,19,
5/26/2018,4pm-6pm,,,,,,35,,,
6/2/2018,12pm-2pm,,13,,,,,1,,
6/2/2018,2pm-4pm,16,,,,,,,,13
6/2/2018,2pm-4pm,,,,,,,,,36
6/2/2018,2pm-4pm,11,,,33,,,25,,
6/2/2018,4pm-6pm,,,,,,,,,
6/1/2018,4pm-6pm,,,,,,,,,33
6/2/2018,6pm-8pm,,22,,1,,,,25,
6/3/2018,8am-10am,,,,,,36,5,,30
6/3/2018,8am-10am,,,,,,,,13,
6/2/2018,2pm-4pm,2,,,,,,7,,
6/2/2018,4pm-6pm,32,,,,,,,,
6/3/2018,8am-10am,,,,,,,,,
6/3/2018,10am-12pm,1,,,,,,,,
6/3/2018,10am-12pm,39,,,6,,,,,
6/3/2018,10am-12pm,,38,34,,,,,30,11
6/3/2018,10am-12pm,,,37,18,32,29,,,
6/3/2018,10am-12pm,,24,,,,,10,25,
6/3/2018,12pm-2pm,,,,,,,,,
6/3/2018,12pm-2pm,,37,,,34,,,,
6/3/2018,12pm-2pm,21,,,,0,,,,
6/3/2018,12pm-2pm,5,,,,,,,,
6/3/2018,2pm-4pm,,,28,,12,,,,
6/3/2018,12pm-2pm,,,,,35,,,,
6/3/2018,2pm-4pm,,,,,3,,,,
6/3/2018,2pm-4pm,,,,,,,,6,
6/3/2018,4pm-6pm,,,,,,,18,29,
6/3/2018,4pm-6pm,18,,,22,2,,,,
6/3/2018,6pm-8pm,,,35,,,,,30,
6/4/2018,8am-10am,,,,,,,,,
6/4/2018,8am-10am,,,,,,,,,
6/4/2018,8am-10am,,,18,34,,34,,,
6/4/2018,10am-12pm,,,,14,,30,,,
6/4/2018,10am-12pm,,37,,30,,,,,1
6/4/2018,10am-12pm,,,,,,,30,,
6/4/2018,10am-12pm,,22,,,,,,,
6/4/2018,12pm-2pm,,,,,25,,,,
6/4/2018,10am-12pm,,31,32,3,20,,,,
6/4/2018,12pm-2pm,11,,,,,,,,
6/4/2018,12pm-2pm,,,22,,,,,,
6/4/2018,12pm-2pm,,,,,,,,19,
6/4/2018,2pm-4pm,,,38,,10,,,,
6/4/2018,2pm-4pm,,,,,8,,,21,
6/4/2018,2pm-4pm,,,,,,,,,
6/4/2018,2pm-4pm,,,,,,,,,
6/4/2018,4pm-6pm,,,,,,,,,
6/4/2018,4pm-6pm,,6,,,,,,,
6/4/2018,4pm-6pm,,,,,,,,,
6/4/2018,6pm-8pm,,27,,,,,,,
6/4/2018,6pm-8pm,6,,,,,,,,
5/30/2018,4pm-6pm,34,,,,13,,,,
6/3/2018,4pm-6pm,33,,,29,,,,,
5/30/2018,6pm-8pm,,,,39,,,,,
6/3/2018,6pm-8pm,,,,16,,,17,,
6/5/2018,8am-10am,,11,,,9,,,,
6/5/2018,10am-12pm,,,,1,,,,,18
6/5/2018,10am-12pm,,,,,,2,,14,
6/5/2018,10am-12pm,,,,9,,,,,
6/5/2018,12pm-2pm,,5,,,,21,,,2
6/5/2018,8am-10am,4,,,,,,,,
6/5/2018,10am-12pm,,,32,,,,,,
6/5/2018,12pm-2pm,,21,,,,,,,
6/5/2018,8am-10am,,18,,,,,,,
6/5/2018,10am-12pm,8,,,,,33,30,22,
6/5/2018,2pm-4pm,,,,,,,,,
6/5/2018,12pm-2pm,,,4,,,,,,0
6/5/2018,2pm-4pm,,,,,,,,37,
6/5/2018,4pm-6pm,37,,,,,,,,
6/5/2018,2pm-4pm,,,,29,,0,,13,
6/5/2018,4pm-6pm,,,,,,12,,,
6/5/2018,6pm-8pm,16,,20,,,,,,
6/5/2018,6pm-8pm,,,,,,35,,14,
6/6/2018,8am-10am,,2,,25,7,,,,
6/6/2018,8am-10am,,,,,,,,,30
6/6/2018,10am-12pm,,,,,,,,,
6/6/2018,12pm-2pm,,21,,,,,,11,
6/6/2018,8am-10am,,,12,,,,19,,
6/6/2018,12pm-2pm,,,,,,,,11,
6/6/2018,10am-12pm,27,,,,,34,,,
6/6/2018,12pm-2pm,,,27,,,,,,9
6/6/2018,2pm-4pm,,,,,,,28,,39
6/6/2018,2pm-4pm,,10,,,,15,,,
6/6/2018,12pm-2pm,,,,,7,15,,,23
